Airline,Source,Destination,Total_Stops,Price,Duration_Hours_Minutes,Day_of_Departure,Month_of_Departure,Year_of_Departure,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Day_of_Arrival,Month_of_Arrival,Year_of_Arrival
Vistara,Banglore,Delhi,0,5613.0,155,24,3,2019,16,0,18,35,24,3,2019
IndiGo,Banglore,Delhi,0,4284.0,175,5,1,2019,0,30,3,25,5,1,2019
Vistara,Banglore,Delhi,0,4668.0,170,5,6,2019,21,0,23,50,5,6,2019
Air India,Delhi,Cochin,1,15197.0,675,3,3,2019,8,0,19,15,3,3,2019
Jet Airways,Kolkata,Banglore,1,9899.0,475,6,12,2019,8,25,16,20,6,12,2019
GoAir,Delhi,Cochin,1,3948.0,540,27,6,2019,10,35,19,35,27,6,2019
Jet Airways,Banglore,Delhi,1,10405.0,1400,15,3,2019,8,55,8,15,16,3,2019
Multiple carriers,Delhi,Cochin,3,15419.0,835,6,9,2019,11,35,1,30,6,10,2019
Multiple carriers,Delhi,Cochin,1,15135.0,625,3,3,2019,8,25,18,50,3,3,2019
Multiple carriers Premium economy,Delhi,Cochin,1,13369.0,395,21,3,2019,6,0,12,35,21,3,2019
Jet Airways,Delhi,Cochin,2,18804.0,440,27,6,2019,11,40,19,0,27,6,2019
Air Asia,Delhi,Cochin,1,6751.0,625,5,9,2019,20,45,7,10,5,10,2019
Air India,Kolkata,Banglore,1,10203.0,745,5,9,2019,20,30,8,55,5,10,2019
Jet Airways,Banglore,Delhi,1,27992.0,860,3,1,2019,7,0,21,20,3,1,2019
Air India,Delhi,Cochin,2,12488.0,725,6,12,2019,7,10,19,15,6,12,2019
Jet Airways,Banglore,Delhi,0,5198.0,180,4,12,2019,7,10,10,10,4,12,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,5,1,2019,17,45,20,45,5,1,2019
Air India,Kolkata,Banglore,2,12723.0,1045,6,12,2019,5,50,23,15,6,12,2019
Air India,Mumbai,Hyderabad,2,13169.0,1630,3,6,2019,6,0,9,10,3,7,2019
Air India,Kolkata,Banglore,2,8366.0,535,15,5,2019,9,25,18,20,15,5,2019
Multiple carriers,Delhi,Cochin,1,7670.0,900,5,9,2019,6,0,21,0,5,9,2019
Jet Airways,Banglore,Delhi,0,7229.0,165,4,1,2019,6,0,8,45,4,1,2019
Vistara,Banglore,Delhi,0,4668.0,170,6,1,2019,21,0,23,50,6,1,2019
Air Asia,Delhi,Cochin,1,8327.0,660,3,9,2019,20,10,7,10,3,10,2019
Jet Airways,Delhi,Cochin,1,12898.0,940,21,5,2019,20,55,12,35,22,5,2019
IndiGo,Kolkata,Banglore,1,4226.0,240,5,6,2019,6,20,10,20,5,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,1425,27,6,2019,19,15,19,0,28,6,2019
Multiple carriers,Delhi,Cochin,1,10678.0,845,24,6,2019,4,55,19,0,24,6,2019
Air India,Delhi,Cochin,2,8052.0,865,21,3,2019,17,15,7,40,22,3,2019
GoAir,Banglore,Delhi,0,3898.0,175,24,3,2019,11,40,14,35,24,3,2019
Air Asia,Kolkata,Banglore,0,3807.0,155,6,12,2019,10,20,12,55,6,12,2019
IndiGo,Delhi,Cochin,1,6838.0,705,6,3,2019,9,15,21,0,6,3,2019
Jet Airways,Delhi,Cochin,2,13014.0,810,24,6,2019,5,30,19,0,24,6,2019
IndiGo,Kolkata,Banglore,0,5224.0,150,4,12,2019,14,25,16,55,4,12,2019
Multiple carriers,Delhi,Cochin,1,13377.0,750,6,6,2019,13,0,1,30,6,7,2019
GoAir,Delhi,Cochin,1,6633.0,355,21,5,2019,7,0,12,55,21,5,2019
Air Asia,Kolkata,Banglore,1,5192.0,955,24,5,2019,7,35,23,30,24,5,2019
IndiGo,Banglore,Delhi,0,4591.0,170,18,4,2019,22,10,1,0,19,4,2019
Air India,Kolkata,Banglore,0,4880.0,155,5,12,2019,20,45,23,20,5,12,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,27,4,2019,17,45,20,45,27,4,2019
Jet Airways,Delhi,Cochin,1,12373.0,520,5,9,2019,19,45,4,25,5,10,2019
Air India,Delhi,Cochin,0,6094.0,180,27,4,2019,14,10,17,10,27,4,2019
Jet Airways,Delhi,Cochin,1,10262.0,940,6,12,2019,20,55,12,35,13,6,2019
Jet Airways,Delhi,Cochin,2,15439.0,440,4,9,2019,11,40,19,0,4,9,2019
IndiGo,Banglore,Delhi,0,4077.0,170,5,6,2019,23,30,2,20,5,7,2019
GoAir,Banglore,Delhi,0,4632.0,165,18,5,2019,20,55,23,40,18,5,2019
Jet Airways,Kolkata,Banglore,1,12692.0,505,6,6,2019,9,35,18,0,6,6,2019
IndiGo,Kolkata,Banglore,1,3480.0,265,24,4,2019,19,20,23,45,24,4,2019
Multiple carriers,Delhi,Cochin,2,19360.0,460,18,5,2019,17,50,1,30,19,5,2019
Jet Airways,Banglore,Delhi,1,9134.0,1235,15,3,2019,11,40,8,15,16,3,2019
Multiple carriers,Delhi,Cochin,1,13587.0,420,24,6,2019,14,0,21,0,24,6,2019
Jet Airways,Delhi,Cochin,1,15554.0,1530,5,9,2019,17,30,19,0,5,10,2019
Jet Airways,Banglore,Delhi,0,7229.0,160,3,9,2019,19,55,22,35,3,9,2019
IndiGo,Delhi,Cochin,1,7514.0,825,3,6,2019,8,35,22,20,3,6,2019
Multiple carriers,Delhi,Cochin,1,13587.0,780,6,6,2019,8,0,21,0,6,6,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,6,9,2019,7,10,10,10,6,9,2019
Jet Airways,Delhi,Cochin,1,10262.0,1570,6,1,2019,2,15,4,25,6,2,2019
IndiGo,Delhi,Cochin,1,14871.0,810,3,3,2019,7,30,21,0,3,3,2019
Multiple carriers,Delhi,Cochin,1,10529.0,615,27,5,2019,8,45,19,0,27,5,2019
IndiGo,Delhi,Cochin,1,6442.0,895,6,12,2019,7,35,22,30,6,12,2019
IndiGo,Kolkata,Banglore,1,5170.0,290,21,5,2019,15,15,20,5,21,5,2019
IndiGo,Delhi,Cochin,1,6442.0,895,15,5,2019,7,35,22,30,15,5,2019
IndiGo,Banglore,Delhi,0,3419.0,175,27,5,2019,0,30,3,25,27,5,2019
Jet Airways,Banglore,Delhi,1,17261.0,830,3,6,2019,20,35,10,25,3,7,2019
SpiceJet,Chennai,Kolkata,0,3543.0,135,24,6,2019,8,20,10,35,24,6,2019
Air Asia,Banglore,Delhi,0,3383.0,165,5,12,2019,11,10,13,55,5,12,2019
Air India,Delhi,Cochin,2,9181.0,1275,24,6,2019,22,0,19,15,25,6,2019
Jet Airways,Banglore,Delhi,1,11087.0,990,3,12,2019,18,55,11,25,13,3,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,18,4,2019,7,10,10,10,18,4,2019
Multiple carriers,Delhi,Cochin,1,11249.0,870,3,9,2019,4,45,19,15,3,9,2019
Jet Airways,Banglore,Delhi,1,16736.0,960,3,6,2019,7,0,23,0,3,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,655,24,6,2019,17,30,4,25,25,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,300,6,1,2019,14,0,19,0,6,1,2019
Jet Airways,Mumbai,Hyderabad,0,5678.0,85,15,5,2019,2,55,4,20,15,5,2019
Multiple carriers,Delhi,Cochin,1,8307.0,390,21,3,2019,9,0,15,30,21,3,2019
Air India,Delhi,Cochin,1,7690.0,965,18,5,2019,17,20,9,25,19,5,2019
Jet Airways,Delhi,Cochin,2,16704.0,1390,18,5,2019,13,25,12,35,19,5,2019
Air India,Delhi,Cochin,1,10315.0,1660,3,9,2019,4,0,7,40,3,10,2019
Jet Airways,Delhi,Cochin,2,15129.0,1615,27,5,2019,9,40,12,35,28,5,2019
Air India,Kolkata,Banglore,1,12173.0,1555,24,3,2019,7,0,8,55,25,3,2019
Air India,Kolkata,Banglore,1,4227.0,965,4,3,2019,19,0,11,5,4,4,2019
IndiGo,Banglore,Delhi,0,3943.0,165,6,12,2019,6,5,8,50,6,12,2019
Jet Airways,Banglore,Delhi,0,7229.0,175,6,1,2019,11,10,14,5,6,1,2019
Vistara,Kolkata,Banglore,1,8610.0,790,15,5,2019,7,10,20,20,15,5,2019
IndiGo,Banglore,Delhi,0,7303.0,175,3,9,2019,7,10,10,5,3,9,2019
Jet Airways,Banglore,Delhi,1,10972.0,780,18,3,2019,18,40,7,40,16,3,2019
Multiple carriers,Delhi,Cochin,1,7670.0,640,18,5,2019,10,20,21,0,18,5,2019
Air India,Delhi,Cochin,1,8372.0,555,15,5,2019,10,0,19,15,15,5,2019
IndiGo,Delhi,Cochin,1,6628.0,630,6,1,2019,15,0,1,30,6,2,2019
Jet Airways,Delhi,Cochin,1,10262.0,1415,6,9,2019,13,0,12,35,6,10,2019
Jet Airways,Kolkata,Banglore,1,14178.0,1010,24,5,2019,16,30,9,20,25,5,2019
Jet Airways,Delhi,Cochin,2,8518.0,820,27,3,2019,5,10,18,50,27,3,2019
Jet Airways,Delhi,Cochin,2,13376.0,1320,24,6,2019,14,35,12,35,25,6,2019
Vistara,Kolkata,Banglore,1,8452.0,1065,6,12,2019,17,0,10,45,13,6,2019
Jet Airways,Delhi,Cochin,1,18371.0,620,24,6,2019,2,15,12,35,24,6,2019
SpiceJet,Mumbai,Hyderabad,0,1965.0,90,4,3,2019,13,15,14,45,4,3,2019
Jet Airways,Delhi,Cochin,2,10368.0,1025,6,1,2019,19,30,12,35,6,2,2019
Jet Airways,Kolkata,Banglore,1,11467.0,1295,5,6,2019,20,25,18,0,5,7,2019
Jet Airways,Kolkata,Banglore,1,14781.0,730,5,9,2019,16,30,4,40,5,10,2019
Air India,Mumbai,Hyderabad,1,9535.0,780,3,6,2019,20,15,9,15,3,7,2019
Air India,Mumbai,Hyderabad,0,2050.0,80,4,3,2019,21,5,22,25,4,3,2019
Jet Airways,Delhi,Cochin,2,10368.0,535,6,12,2019,19,30,4,25,13,6,2019
Jet Airways,Kolkata,Banglore,1,10031.0,850,24,3,2019,8,25,22,35,24,3,2019
SpiceJet,Kolkata,Banglore,0,4491.0,145,21,4,2019,9,0,11,25,21,4,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,15,5,2019,17,45,20,45,15,5,2019
SpiceJet,Banglore,Delhi,1,11401.0,475,3,3,2019,10,20,18,15,3,3,2019
IndiGo,Chennai,Kolkata,0,3597.0,140,27,6,2019,14,45,17,5,27,6,2019
Vistara,Kolkata,Banglore,1,7927.0,965,6,12,2019,17,0,9,5,13,6,2019
SpiceJet,Kolkata,Banglore,0,4174.0,145,5,1,2019,9,0,11,25,5,1,2019
Air India,Kolkata,Banglore,1,10203.0,555,5,1,2019,7,0,16,15,5,1,2019
Vistara,Kolkata,Banglore,1,8610.0,790,5,9,2019,7,10,20,20,5,9,2019
Jet Airways,Banglore,Delhi,0,5769.0,175,6,12,2019,15,15,18,10,6,12,2019
IndiGo,Kolkata,Banglore,0,5644.0,155,5,1,2019,11,30,14,5,5,1,2019
Jet Airways,Banglore,Delhi,0,5769.0,180,6,3,2019,7,10,10,10,6,3,2019
Jet Airways,Banglore,Delhi,0,7229.0,165,15,5,2019,6,0,8,45,15,5,2019
IndiGo,Kolkata,Banglore,1,4226.0,240,6,9,2019,6,20,10,20,6,9,2019
IndiGo,Banglore,Delhi,1,4588.0,300,3,9,2019,12,5,17,5,3,9,2019
Jet Airways,Mumbai,Hyderabad,0,4995.0,90,21,5,2019,10,20,11,50,21,5,2019
Jet Airways,Delhi,Cochin,1,5406.0,1145,4,1,2019,17,30,12,35,4,2,2019
SpiceJet,Kolkata,Banglore,0,3873.0,150,24,6,2019,17,10,19,40,24,6,2019
Jet Airways,Delhi,Cochin,1,17024.0,440,3,6,2019,11,30,18,50,3,6,2019
SpiceJet,Delhi,Cochin,1,5158.0,270,6,9,2019,8,45,13,15,6,9,2019
Jet Airways,Mumbai,Hyderabad,0,8040.0,90,5,1,2019,10,20,11,50,5,1,2019
Jet Airways,Kolkata,Banglore,1,10844.0,635,18,5,2019,5,45,16,20,18,5,2019
Air India,Chennai,Kolkata,0,4667.0,135,5,12,2019,11,40,13,55,5,12,2019
Jet Airways,Mumbai,Hyderabad,0,5678.0,90,4,3,2019,19,35,21,5,4,3,2019
Air India,Kolkata,Banglore,2,12513.0,875,5,12,2019,5,50,20,25,5,12,2019
Jet Airways,Banglore,Delhi,0,8016.0,180,27,6,2019,7,10,10,10,27,6,2019
SpiceJet,Chennai,Kolkata,0,3543.0,140,6,1,2019,17,45,20,5,6,1,2019
Jet Airways,Delhi,Cochin,1,5963.0,655,21,3,2019,17,30,4,25,22,3,2019
Jet Airways,Kolkata,Banglore,1,14781.0,475,18,5,2019,8,25,16,20,18,5,2019
Jet Airways,Delhi,Cochin,1,12373.0,1655,18,5,2019,9,0,12,35,19,5,2019
Jet Airways,Mumbai,Hyderabad,0,3210.0,90,6,1,2019,19,35,21,5,6,1,2019
Jet Airways,Banglore,Delhi,1,9134.0,760,15,3,2019,5,45,18,25,15,3,2019
Jet Airways,Delhi,Cochin,2,10919.0,830,6,6,2019,14,35,4,25,6,7,2019
IndiGo,Mumbai,Hyderabad,0,4575.0,90,5,1,2019,9,10,10,40,5,1,2019
IndiGo,Delhi,Cochin,0,5601.0,195,15,6,2019,5,35,8,50,15,6,2019
Jet Airways,Kolkata,Banglore,1,14151.0,395,18,5,2019,17,0,23,35,18,5,2019
Air India,Kolkata,Banglore,2,10151.0,1195,5,6,2019,12,0,7,55,5,7,2019
Vistara,Banglore,Delhi,0,5403.0,170,18,4,2019,9,45,12,35,18,4,2019
IndiGo,Delhi,Cochin,1,6147.0,345,27,5,2019,2,0,7,45,27,5,2019
IndiGo,Kolkata,Banglore,0,4804.0,150,27,6,2019,14,25,16,55,27,6,2019
Multiple carriers,Delhi,Cochin,1,8371.0,620,27,3,2019,8,55,19,15,27,3,2019
Jet Airways,Delhi,Cochin,2,13014.0,535,6,9,2019,19,30,4,25,6,10,2019
Air Asia,Banglore,Delhi,0,3383.0,170,24,5,2019,4,55,7,45,24,5,2019
SpiceJet,Chennai,Kolkata,0,7298.0,140,3,6,2019,17,45,20,5,3,6,2019
Jet Airways,Banglore,Delhi,0,4544.0,180,4,3,2019,7,10,10,10,4,3,2019
Multiple carriers,Delhi,Cochin,1,15147.0,395,3,6,2019,8,55,15,30,3,6,2019
Multiple carriers,Delhi,Cochin,1,10782.0,900,3,9,2019,4,45,19,45,3,9,2019
IndiGo,Delhi,Cochin,1,6027.0,290,15,5,2019,15,10,20,0,15,5,2019
Jet Airways,Delhi,Cochin,2,10919.0,830,6,6,2019,14,35,4,25,6,7,2019
Air India,Delhi,Cochin,1,6681.0,1565,27,3,2019,6,10,8,15,28,3,2019
IndiGo,Banglore,Delhi,0,3943.0,170,24,6,2019,23,30,2,20,25,6,2019
Jet Airways,Delhi,Cochin,1,12898.0,885,27,5,2019,21,50,12,35,28,5,2019
IndiGo,Delhi,Cochin,1,6628.0,415,6,6,2019,18,35,1,30,6,7,2019
Air India,Delhi,Cochin,1,5022.0,1590,4,3,2019,20,30,23,0,4,4,2019
Air India,Delhi,Cochin,2,12698.0,1470,6,3,2019,7,10,7,40,6,4,2019
Air Asia,Delhi,Cochin,1,10794.0,625,6,9,2019,20,45,7,10,6,10,2019
IndiGo,Delhi,Cochin,1,6416.0,575,6,9,2019,11,25,21,0,6,9,2019
SpiceJet,Kolkata,Banglore,0,4622.0,140,3,9,2019,22,20,0,40,3,10,2019
IndiGo,Banglore,Delhi,0,3943.0,170,27,5,2019,13,0,15,50,27,5,2019
Air Asia,Kolkata,Banglore,0,4508.0,150,6,6,2019,19,55,22,25,6,6,2019
Vistara,Kolkata,Banglore,1,8452.0,930,6,12,2019,7,10,22,40,6,12,2019
Air India,Kolkata,Banglore,2,13437.0,970,5,12,2019,16,45,8,55,13,5,2019
Vistara,Chennai,Kolkata,0,11982.0,140,18,5,2019,17,45,20,5,18,5,2019
Jet Airways,Kolkata,Banglore,1,10844.0,1025,24,5,2019,18,55,12,0,25,5,2019
Jet Airways,Delhi,Cochin,2,15129.0,1125,5,9,2019,9,40,4,25,5,10,2019
Jet Airways,Delhi,Cochin,1,14714.0,300,27,6,2019,14,0,19,0,27,6,2019
IndiGo,Delhi,Cochin,1,6093.0,860,27,6,2019,6,40,21,0,27,6,2019
IndiGo,Delhi,Cochin,1,5307.0,505,4,6,2019,4,55,13,20,4,6,2019
GoAir,Delhi,Cochin,1,10188.0,310,15,5,2019,14,25,19,35,15,5,2019
Jet Airways,Kolkata,Banglore,1,14571.0,735,6,6,2019,20,0,8,15,6,7,2019
Jet Airways,Delhi,Cochin,2,10976.0,555,27,3,2019,19,10,4,25,28,3,2019
Jet Airways,Kolkata,Banglore,1,10844.0,590,24,5,2019,6,30,16,20,24,5,2019
IndiGo,Kolkata,Banglore,0,4488.0,155,4,9,2019,20,20,22,55,4,9,2019
Air India,Delhi,Cochin,1,8582.0,1215,24,5,2019,23,0,19,15,25,5,2019
Jet Airways,Delhi,Cochin,1,10262.0,1010,24,6,2019,19,45,12,35,25,6,2019
Vistara,Kolkata,Banglore,1,8662.0,1065,5,6,2019,17,0,10,45,5,7,2019
IndiGo,Banglore,Delhi,0,4777.0,165,24,3,2019,6,0,8,45,24,3,2019
Jet Airways,Mumbai,Hyderabad,0,2071.0,90,27,3,2019,15,50,17,20,27,3,2019
Jet Airways,Banglore,Delhi,1,11087.0,980,3,12,2019,22,55,15,15,13,3,2019
Air India,Banglore,Delhi,0,5228.0,170,18,4,2019,21,5,23,55,18,4,2019
Jet Airways,Kolkata,Banglore,1,12996.0,590,4,1,2019,6,30,16,20,4,1,2019
Jet Airways,Banglore,Delhi,1,16736.0,900,3,6,2019,8,0,23,0,3,6,2019
Jet Airways,Kolkata,Banglore,1,13941.0,910,5,1,2019,18,55,10,5,5,2,2019
Air India,Banglore,Delhi,1,9166.0,500,15,3,2019,13,50,22,10,15,3,2019
Air India,Delhi,Cochin,1,12677.0,1535,3,3,2019,5,15,6,50,3,4,2019
Air India,Chennai,Kolkata,0,4405.0,135,24,3,2019,11,40,13,55,24,3,2019
Jet Airways,Kolkata,Banglore,1,12121.0,840,5,6,2019,9,35,23,35,5,6,2019
Air India,Banglore,Delhi,0,6121.0,170,6,6,2019,21,5,23,55,6,6,2019
Jet Airways,Kolkata,Banglore,1,14388.0,1495,18,5,2019,8,25,9,20,19,5,2019
Jet Airways,Kolkata,Banglore,1,11467.0,870,4,1,2019,20,25,10,55,4,2,2019
Jet Airways,Banglore,Delhi,1,13817.0,780,3,12,2019,21,25,10,25,13,3,2019
Air India,Mumbai,Hyderabad,0,3100.0,75,5,6,2019,19,30,20,45,5,6,2019
Multiple carriers,Delhi,Cochin,1,8266.0,455,21,5,2019,11,40,19,15,21,5,2019
Jet Airways,Kolkata,Banglore,1,13759.0,1660,24,3,2019,19,45,23,25,25,3,2019
IndiGo,Banglore,Delhi,0,3943.0,170,6,9,2019,0,25,3,15,6,9,2019
Multiple carriers,Delhi,Cochin,1,12327.0,440,27,3,2019,18,15,1,35,28,3,2019
IndiGo,Mumbai,Hyderabad,0,4049.0,90,6,12,2019,6,25,7,55,6,12,2019
SpiceJet,Banglore,Delhi,0,3573.0,175,6,1,2019,21,10,0,5,6,2,2019
Air Asia,Kolkata,Banglore,0,4409.0,150,15,5,2019,19,55,22,25,15,5,2019
Air India,Delhi,Cochin,2,6565.0,1580,27,3,2019,7,5,9,25,28,3,2019
IndiGo,Kolkata,Banglore,0,4174.0,160,15,4,2019,21,25,0,5,16,4,2019
Jet Airways,Banglore,Delhi,0,4030.0,180,24,5,2019,7,10,10,10,24,5,2019
Air Asia,Kolkata,Banglore,0,4082.0,155,21,3,2019,10,20,12,55,21,3,2019
Air India,Kolkata,Banglore,2,6117.0,1555,24,5,2019,9,10,11,5,25,5,2019
Jet Airways,Banglore,Delhi,1,6163.0,390,21,3,2019,5,50,12,20,21,3,2019
Jet Airways,Delhi,Cochin,1,6540.0,745,27,3,2019,16,0,4,25,28,3,2019
SpiceJet,Kolkata,Banglore,1,4649.0,315,5,12,2019,15,5,20,20,5,12,2019
Jet Airways,Delhi,Cochin,1,10262.0,1270,6,9,2019,21,50,19,0,6,10,2019
Vistara,Banglore,Delhi,0,5613.0,165,4,6,2019,19,30,22,15,4,6,2019
IndiGo,Banglore,Delhi,0,6144.0,180,24,3,2019,8,30,11,30,24,3,2019
Jet Airways,Kolkata,Banglore,1,13067.0,1745,5,12,2019,17,0,22,5,13,5,2019
Vistara,Banglore,Delhi,0,7608.0,175,3,3,2019,21,10,0,5,3,7,2019
Multiple carriers,Delhi,Cochin,1,7198.0,930,6,9,2019,10,0,1,30,6,10,2019
Jet Airways,Kolkata,Banglore,1,13941.0,425,15,5,2019,16,30,23,35,15,5,2019
Jet Airways,Delhi,Cochin,2,10368.0,1125,6,9,2019,9,40,4,25,6,10,2019
SpiceJet,Chennai,Kolkata,0,3543.0,135,27,6,2019,8,20,10,35,27,6,2019
IndiGo,Kolkata,Banglore,0,4462.0,160,27,3,2019,20,25,23,5,27,3,2019
Air India,Kolkata,Banglore,2,8005.0,470,24,3,2019,5,50,13,40,24,3,2019
Jet Airways,Kolkata,Banglore,1,7064.0,1660,4,1,2019,18,55,22,35,4,2,2019
Jet Airways,Kolkata,Banglore,1,12121.0,1480,5,1,2019,20,25,21,5,5,2,2019
Air India,Delhi,Cochin,2,8918.0,435,5,9,2019,12,0,19,15,5,9,2019
Air India,Kolkata,Banglore,1,8891.0,745,5,12,2019,9,25,21,50,5,12,2019
Air India,Kolkata,Banglore,1,10203.0,375,5,1,2019,10,0,16,15,5,1,2019
Multiple carriers,Delhi,Cochin,1,8073.0,480,15,5,2019,13,0,21,0,15,5,2019
IndiGo,Delhi,Cochin,1,11237.0,370,3,3,2019,16,10,22,20,3,3,2019
Jet Airways,Delhi,Cochin,2,13376.0,1300,6,12,2019,6,45,4,25,13,6,2019
Multiple carriers,Delhi,Cochin,1,6513.0,920,6,9,2019,7,10,22,30,6,9,2019
Jet Airways,Kolkata,Banglore,1,13731.0,585,24,5,2019,18,55,4,40,25,5,2019
Jet Airways,Kolkata,Banglore,1,7064.0,1430,4,1,2019,20,0,19,50,4,2,2019
Jet Airways,Banglore,Delhi,1,16736.0,805,3,6,2019,5,45,19,10,3,6,2019
Jet Airways,Kolkata,Banglore,1,8586.0,845,15,5,2019,20,0,10,5,16,5,2019
Multiple carriers,Delhi,Cochin,1,11789.0,780,15,6,2019,6,0,19,0,15,6,2019
IndiGo,Kolkata,Banglore,0,5224.0,155,24,5,2019,11,30,14,5,24,5,2019
IndiGo,Delhi,Cochin,0,6834.0,195,15,5,2019,21,5,0,20,16,5,2019
IndiGo,Delhi,Cochin,1,6316.0,570,15,6,2019,16,0,1,30,16,6,2019
Jet Airways,Delhi,Cochin,2,11869.0,1925,21,3,2019,10,45,18,50,22,3,2019
Air Asia,Kolkata,Banglore,0,4384.0,150,3,6,2019,22,50,1,20,3,7,2019
IndiGo,Kolkata,Banglore,0,5644.0,150,21,4,2019,14,25,16,55,21,4,2019
Air India,Delhi,Cochin,2,19681.0,1380,3,9,2019,20,15,19,15,3,10,2019
Multiple carriers,Delhi,Cochin,1,13377.0,930,6,6,2019,10,0,1,30,6,7,2019
Multiple carriers,Delhi,Cochin,2,10090.0,695,3,9,2019,9,45,21,20,3,9,2019
Jet Airways,Mumbai,Hyderabad,2,20845.0,1380,3,6,2019,17,50,16,50,3,7,2019
Vistara,Banglore,Delhi,0,4878.0,155,24,6,2019,17,0,19,35,24,6,2019
IndiGo,Mumbai,Hyderabad,0,2227.0,90,6,1,2019,21,20,22,50,6,1,2019
IndiGo,Delhi,Cochin,1,6442.0,515,18,5,2019,7,35,16,10,18,5,2019
SpiceJet,Banglore,Delhi,0,3257.0,175,27,5,2019,21,10,0,5,28,5,2019
Jet Airways,Banglore,Delhi,0,7229.0,165,15,6,2019,6,0,8,45,15,6,2019
Air India,Kolkata,Banglore,2,15164.0,1035,5,1,2019,20,30,13,45,5,2,2019
IndiGo,Banglore,Delhi,0,10067.0,170,24,3,2019,10,10,13,0,24,3,2019
Air India,Delhi,Cochin,0,5674.0,180,15,3,2019,14,10,17,10,15,3,2019
Jet Airways,Banglore,Delhi,1,20800.0,1220,3,1,2019,14,5,10,25,3,2,2019
IndiGo,Delhi,Cochin,1,7144.0,940,18,5,2019,6,50,22,30,18,5,2019
Air India,Delhi,Cochin,0,6094.0,170,27,5,2019,5,10,8,0,27,5,2019
Jet Airways,Mumbai,Hyderabad,0,4050.0,90,18,5,2019,10,20,11,50,18,5,2019
SpiceJet,Chennai,Kolkata,0,3859.0,135,24,6,2019,9,45,12,0,24,6,2019
Jet Airways,Delhi,Cochin,2,11664.0,1950,21,3,2019,10,20,18,50,22,3,2019
Multiple carriers,Delhi,Cochin,2,7731.0,850,3,6,2019,7,10,21,20,3,6,2019
Jet Airways,Kolkata,Banglore,1,12692.0,575,6,12,2019,9,35,19,10,6,12,2019
Air India,Delhi,Cochin,2,11307.0,1210,18,5,2019,13,15,9,25,19,5,2019
Jet Airways,Kolkata,Banglore,1,8586.0,450,6,9,2019,21,10,4,40,6,10,2019
IndiGo,Banglore,Delhi,1,5746.0,245,21,3,2019,11,20,15,25,21,3,2019
Multiple carriers,Delhi,Cochin,1,13378.0,675,21,3,2019,8,0,19,15,21,3,2019
Air India,Banglore,Delhi,0,7486.0,165,24,3,2019,17,0,19,45,24,3,2019
SpiceJet,Chennai,Kolkata,0,7298.0,155,3,6,2019,9,30,12,5,3,6,2019
Multiple carriers,Delhi,Cochin,1,7005.0,560,6,12,2019,11,40,21,0,6,12,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,5,12,2019,17,15,19,50,5,12,2019
IndiGo,Delhi,Cochin,1,16162.0,490,3,9,2019,4,45,12,55,3,9,2019
IndiGo,Banglore,Delhi,0,3419.0,175,24,4,2019,0,30,3,25,24,4,2019
Air Asia,Kolkata,Banglore,2,5192.0,500,5,1,2019,15,10,23,30,5,1,2019
Air Asia,Kolkata,Banglore,0,4409.0,155,15,4,2019,10,20,12,55,15,4,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,18,4,2019,8,20,11,20,18,4,2019
IndiGo,Banglore,Delhi,1,5397.0,295,15,3,2019,16,55,21,50,15,3,2019
Jet Airways,Delhi,Cochin,1,6542.0,300,15,4,2019,14,0,19,0,15,4,2019
GoAir,Delhi,Cochin,1,5281.0,535,27,3,2019,10,25,19,20,27,3,2019
Multiple carriers,Delhi,Cochin,1,8266.0,385,6,6,2019,12,50,19,15,6,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,300,6,12,2019,14,0,19,0,6,12,2019
Vistara,Kolkata,Banglore,1,11105.0,1445,24,3,2019,20,20,20,25,25,3,2019
Jet Airways,Banglore,Delhi,0,4544.0,180,4,3,2019,8,20,11,20,4,3,2019
Air India,Kolkata,Banglore,0,4960.0,150,3,6,2019,14,15,16,45,3,6,2019
Jet Airways,Banglore,Delhi,1,16736.0,1210,3,6,2019,8,55,5,5,3,7,2019
Multiple carriers,Delhi,Cochin,1,13377.0,930,6,1,2019,10,0,1,30,6,2,2019
SpiceJet,Mumbai,Hyderabad,0,2227.0,90,18,5,2019,13,15,14,45,18,5,2019
Air India,Mumbai,Hyderabad,0,3100.0,80,15,3,2019,6,20,7,40,15,3,2019
Air India,Mumbai,Hyderabad,0,3100.0,80,6,9,2019,21,5,22,25,6,9,2019
SpiceJet,Kolkata,Banglore,0,3873.0,155,18,5,2019,6,55,9,30,18,5,2019
IndiGo,Mumbai,Hyderabad,0,5232.0,90,3,3,2019,20,5,21,35,3,3,2019
Jet Airways,Banglore,Delhi,0,3359.0,185,27,5,2019,18,55,22,0,27,5,2019
